trump_Anzahl Posts,trump_Sentiment Median,trump_Sentiment Standardabweichung,trump_Sentiment Minimum,trump_Sentiment Maximum,trump_negaties Sentiment,trump_positives Sentiment,trump_politische Posts,trump_wirtschaftsbezogene Posts,trump_Posts mit Schlüsselwörtern,meteo_Temperatur (°C),meteo_Relative Luftfeuchtigkeit (%),meteo_Luftdruck (hPa),meteo_Windgeschwindigkeit (km/h),meteo_Globalstrahlung (W/m²),meteo_Niederschlagsdauer (min),fx_China Volksrepublik,fx_Deutschland,fx_Frankreich,fx_Italien,fx_Vereinigte Staaten von Amerika,snb_SNB Leitzins,vix_VIX,events_Anzahl Posts,events_Sentiment Median,events_Sentiment Standardabweichung,events_Sentiment Minimum,events_Sentiment Maximum,events_negaties Sentiment,events_positives Sentiment,events_politische Posts,events_wirtschaftsbezogene Posts,events_Posts mit Schlüsselwörtern,baltic_Baltic Dry Index,SPI,Banken,Finanzen,Gesundheit,Lebensmittel,Versicherungen,date
8.0,0.89705,0.4632221497294791,-0.144,0.9793,,0.9057333333333334,0.64105,0.24586666666666668,0.8546,11.083970588235294,48.16073529411764,965.7479411764706,2.4967058823529413,4168.47,0.0,-0.21885435899783312,-0.8143536508904647,-0.8222876120202782,-0.8231852199660605,-0.023456139848299085,0.5,-6.720544449170573,22.0,-0.07655,0.48548742563999064,-0.875,0.8779,-0.5994,0.7345,-0.51405,-0.1531,-0.1531,4.723127035830621,17186.48,106.81,105.46,102.75,101.93,114.01,2025-03-06 00:00:00+01:00
9.0,0.0,0.4965866137946129,-0.8959,0.795,-0.84375,0.795,,-0.050449999999999995,-0.050449999999999995,11.068382352941176,43.35588235294118,962.3811764705882,2.736705882352941,4255.34,0.0,0.6070264407686432,0.2391172455198154,0.23108066475581168,0.23107394976669138,0.823693608719922,0.5,13.40629274965801,18.0,-0.6249,0.44964479157972154,-0.8807,0.6124,-0.65955,0.41935,,,0.6124,8.864696734059097,17239.04,107.34,105.22,103.56,104.02,114.45,2025-03-07 00:00:00+01:00
179.0,0.0,0.20451657634529288,-0.8356,0.9803,-0.5767125,0.6505875,-0.03953809523809525,0.040633333333333334,0.030475000000000002,10.561176470588235,67.2335294117647,948.7795588235294,3.451058823529412,1552.6,9.166666666666666,0.6115799677138378,0.2761179247011025,0.2680086160467443,0.27396182911556544,0.17476122874682254,0.5,-6.0313630880579066,38.0,-0.4019,0.6052278321353115,-0.9382,0.802,-0.7096,0.5399,0.18805,-0.9274,0.1535,1.7142857142857126,17142.95,107.21,101.87,103.2,104.92,115.24,2025-03-10 00:00:00+01:00
21.0,0.8658,0.5835817177853786,-0.9353,0.9885,-0.7784500000000001,0.89772,0.4973166666666667,0.74336,0.8196666666666667,10.901911764705883,61.612352941176475,947.0644117647058,2.8496470588235296,3391.2,0.96,-0.8499821895231685,-1.0322041084366962,-1.0400864825565126,-1.0360535039660723,-0.4621687680072539,0.5,19.21266581086862,25.0,-0.6597,0.6077560838856325,-0.9538,0.8271,-0.6808,0.4847,,-0.67565,-0.6739333333333333,0.8426966292134797,16811.97,106.42,99.67,100.34,102.73,113.5,2025-03-11 00:00:00+01:00
23.0,0.5093,0.5021300589752441,-0.7264,0.9552,-0.65615,0.7420357142857144,0.42405,0.15164,0.09084999999999999,7.542205882352941,87.46955882352941,942.9036764705882,3.195529411764706,1385.53,406.6766666666667,-0.1433455844263909,-0.3163156366662534,-0.32413002829564386,-0.30910719167109857,-0.30287427155815116,0.5,-3.3740129217516124,14.0,0.0,0.638083363770659,-0.9584,0.9136,-0.6705,0.534,,-0.802,-0.1457,8.565459610027858,17037.29,106.76,101.11,102.28,103.15,115.19,2025-03-12 00:00:00+01:00
9.0,0.0967,0.4171966046655275,-0.2755,0.8791,-0.2755,0.6890499999999999,0.0967,0.5245,0.8427,6.37735294117647,79.46779411764706,942.2520588235294,4.532470588235294,1520.01,133.84333333333333,0.1440067404313572,0.5068426420347993,0.4992572550985397,0.5177654617888772,0.1382462242057736,0.5,-9.992570579494808,13.0,-0.1027,0.5061561954878842,-0.969,0.5859,-0.7269,0.44504999999999995,0.42255,,-0.2722,5.837075048107754,16983.21,106.24,100.85,101.69,103.23,115.55,2025-03-13 00:00:00+01:00
14.0,0.46525000000000005,0.646633970251731,-0.9639,0.9604,-0.55472,0.6916125,0.23146000000000005,0.9604,0.9604,4.770588235294118,71.86220588235294,949.1482352941176,5.0809411764705885,2087.59,52.13333333333334,-0.40234209900795737,-0.043717317388425325,-0.050860150524023595,-0.04601332182925244,-0.26945716700974565,0.5,1.7746595130004206,14.0,-0.39185,0.388776274261395,-0.8176,0.4215,-0.52235,0.34735,,,,1.1515151515151478,17093.16,106.48,103.36,102.04,103.23,115.31,2025-03-14 00:00:00+01:00
29.0,0.09605,0.7257737298910729,-0.9725,0.9847,-0.73876,0.9754,-0.4297,-0.002650000000000041,0.5165125,5.566911764705883,64.76323529411764,966.1294117647059,7.570588235294117,4058.0,0.0,0.2085381678911702,-0.21766570059147394,-0.2243095520529037,-0.20591057390987322,0.18269527637757577,0.5,-11.719383617193834,38.0,-0.5859,0.4970695320720087,-0.944,0.9287,-0.7376499999999999,0.34,-0.765,-0.3818,,-0.6590772917914878,17274.75,107.2,104.64,103.9,104.5,116.29,2025-03-17 00:00:00+01:00
12.0,0.0,0.38835180034774314,-0.9317,0.0,-0.8476333333333333,,-0.31056666666666666,,-0.6211333333333333,5.710000000000001,58.1435294117647,968.2692647058823,4.599529411764706,4843.96,0.0,0.21040902949402973,-0.1295990824538351,-0.13565014169506506,-0.124302947334054,0.36498252289356437,0.5,-5.787781350482302,9.0,-0.743,0.5429806099464122,-0.936,0.7964,-0.743,0.7964,,,,-0.4825090470446325,17287.01,107.35,105.29,103.75,104.82,116.51,2025-03-18 00:00:00+01:00
32.0,0.0,0.48348389879410175,-0.9681,0.9896,-0.8278,0.7294375000000001,0.2474,0.10636666666666668,-0.33525,9.860294117647058,47.42014705882353,969.8580882352942,2.9491764705882355,5148.41,0.0,0.32107137354797644,0.5688861301091253,0.5634707459568178,0.5632758254723536,0.13756994246278964,0.5,5.802047781569963,15.0,-0.5859,0.566214783158005,-0.9628,0.8481,-0.7003,0.3612,,0.128,0.60465,-0.787878787878793,17263.34,107.12,104.18,103.32,104.02,116.98,2025-03-19 00:00:00+01:00
15.0,0.0,0.4974346226485685,-0.7346,0.9915,-0.6381,0.6715333333333334,0.399525,0.7775666666666666,0.8220000000000001,12.795882352941177,43.23691176470589,967.8289705882353,2.635764705882353,4468.63,0.0,-0.3313595053189622,0.03493570996526696,0.03034955741416656,0.05863263691801013,-0.44141097476430025,0.5,-8.294930875576046,16.0,-0.31720000000000004,0.486633896442353,-0.875,0.7003,-0.5420499999999999,0.6124,,-0.2732,,-0.12217470983506562,17316.66,107.29,104.39,104.02,105.49,117.04,2025-03-20 00:00:00+01:00
17.0,0.0,0.6430359185146659,-0.9946,0.9056,-0.66045,0.83654,0.8743,,0.88995,13.392205882352942,48.27617647058824,958.1577941176471,4.982117647058823,3104.41,0.0,-0.01651182161314102,0.08370175700849192,0.07999333954928911,0.07959945928697199,-0.14670614343305077,0.25,-0.5025125628140614,17.0,-0.296,0.5197190069417037,-0.9153,0.6908,-0.5574,0.47635,0.6908,,,0.48929663608563434,17290.98,107.58,103.87,104.12,106.03,117.04,2025-03-21 00:00:00+01:00
41.0,0.0,0.5692611468678793,-0.972,0.9896,-0.85741,0.79885,0.106715,0.19075000000000003,-0.028549999999999992,11.839411764705883,71.9710294117647,958.5570588235294,4.017882352941177,3755.1800000000003,155.07666666666665,0.23368368895526626,0.012229899393045862,0.00954710904073064,0.0396994428919939,0.17041992217734503,0.25,-2.626262626262621,39.0,-0.5789,0.5315336037054778,-0.9413,0.7964,-0.7614000000000001,0.4215,,-0.3182,0.0258,0.5477784540474762,17205.73,107.48,105.04,103.24,103.78,117.5,2025-03-24 00:00:00+01:00
15.0,0.1779,0.6835978699568365,-0.8973,0.984,-0.8078666666666666,0.8594714285714286,,,0.9545,10.030294117647058,84.47338235294119,963.6113235294117,3.2018823529411766,2666.47,172.67666666666665,-0.1162924016471667,0.1606714160432121,0.1590155561454587,0.16197661150973985,-0.22615508735085443,0.25,-9.336099585062241,10.0,-0.45930000000000004,0.6042284946754645,-0.8625,0.93,-0.6705,0.72835,,-0.6705,0.93,-0.6053268765133124,17238.85,107.84,106.53,103.42,102.92,119.18,2025-03-25 00:00:00+01:00
6.0,0.52525,0.3782745109925683,0.0,0.8689,,0.668725,,,,9.508823529411766,86.72132352941176,963.9642647058824,2.935058823529412,1714.6299999999999,277.45,0.008570459987500278,0.011519620804190112,0.01113092193654186,0.02035396708419679,-0.03385957403102546,0.25,-1.8878718535469186,17.0,-0.3818,0.44655984069722326,-0.8779,0.6124,-0.6908,0.4868,,,,-0.487210718635811,17159.96,108.49,105.96,102.35,103.15,119.79,2025-03-26 00:00:00+01:00
25.0,0.6696,0.5499062478580629,-0.6421,0.9962,-0.42404000000000003,0.7782,0.65793,0.56245,0.55765,8.506176470588235,73.45132352941175,961.8760294117646,6.082588235294118,2076.42,0.0,-0.043630748815060016,0.17180987731681974,0.17270595134319944,0.1833219965637234,-0.06781196330323258,0.25,6.880466472303204,16.0,-0.6712,0.45184289558613916,-0.9524,0.4215,-0.8126,0.33575,,-0.0772,-0.46425000000000005,-0.795593635250913,17131.62,108.75,102.85,103.17,103.85,119.9,2025-03-27 00:00:00+01:00
15.0,0.0,0.47600926581617836,0.0,0.9931,,0.9366500000000001,0.45755,,0.9931,9.075735294117647,72.39441176470588,956.0339705882352,2.9696470588235293,2019.83,0.023333333333333334,0.14987289949559557,0.14231018691619468,0.14458717236598417,0.16345967412341178,0.18130974626824337,0.25,1.9639934533551617,10.0,-0.59325,0.4244275843219115,-0.9042,0.4215,-0.77475,0.4215,,,-0.128,-1.172115977791488,17096.82,108.3,101.48,103.68,104.63,119.38,2025-03-28 00:00:00+01:00
29.0,0.3498,0.7666320021148783,-0.9816,0.9896,-0.7196642857142856,0.9185125,0.39376666666666665,0.8635999999999999,0.9635,9.410294117647059,51.404117647058825,967.3110294117646,4.872705882352941,4691.29,0.0,0.07710733443713202,-0.28836993852382475,-0.2845950343174475,-0.2835986361129028,0.2044662193973812,0.25,15.837346174424805,36.0,-0.5680499999999999,0.4266643746845991,-0.91,0.6105,-0.736,0.33575,,,0.29235,-0.24968789013732895,16800.32,107.65,98.11,101.92,103.67,118.17,2025-03-31 00:00:00+02:00
54.0,0.0,0.37228009283698127,-0.922,0.9967,-0.8606000000000001,0.7805875,0.3254166666666667,0.008627272727272726,0.13979166666666668,7.800735294117648,60.29676470588236,962.4191176470588,9.505411764705883,5301.0,0.0,0.021082934577831836,-0.11874782363177072,-0.11338992717419005,-0.10073903288105868,-0.22642264252655808,0.25,2.9099307159353494,12.0,-0.31095,0.5008763123040185,-0.9337,0.4939,-0.73865,0.4577,,,-0.4939,-0.6883604505632079,16912.97,107.62,98.24,102.27,104.59,119.57,2025-04-01 00:00:00+02:00
20.0,0.26335,0.48647779186072226,-0.6705,0.9561,-0.6705,0.8156000000000001,0.947,0.09519999999999999,0.35855714285714285,12.00294117647059,55.92970588235294,959.7742647058824,7.76964705882353,5907.64,0.0,-0.18002212481738056,-0.06915188998795063,-0.062451765301807516,-0.039958993505373464,-0.21407425336196217,0.25,-2.289048473967692,23.0,-0.4215,0.47075809313591666,-0.8519,0.6239,-0.7142,0.4767,,-0.5799,-0.17863333333333334,-0.2520478890989275,16790.28,107.85,97.88,100.64,104.11,119.42,2025-04-02 00:00:00+02:00
8.0,0.0,0.3602269004688969,0.0,0.8949,,0.77685,,,,13.990588235294117,52.277205882352945,965.0211764705882,4.465411764705883,5905.55,0.0,2.551418865825217,0.1601754325874838,0.16832366474190952,0.1629990171009288,2.1258109804346947,0.25,-1.194304088194753,18.0,-0.79215,0.3858915803236783,-0.9493,0.5267,-0.8225,0.5267,,-0.07190000000000002,-0.6705,-2.7163613392293118,16362.24,107.17,90.7,99.01,104.92,117.57,2025-04-03 00:00:00+02:00
14.0,0.2294,0.6433834046116439,-0.7712,0.9748,-0.62105,0.7552714285714286,,0.7954666666666667,0.7954666666666667,15.426911764705881,49.63058823529412,961.4416176470588,4.5649411764705885,6040.41,0.0,0.9297472200694212,1.3023966084734884,1.3119044875497865,1.3173513995163422,1.181504192213012,0.25,39.56299395629939,17.0,-0.6597,0.4439188675376192,-0.9403,0.5859,-0.7096,0.5859,,,-0.10476666666666669,-3.31168831168831,15547.81,104.1,85.17,93.41,101.37,109.71,2025-04-04 00:00:00+02:00
29.0,0.0,0.6077284508509406,-0.9872,0.9704,-0.632575,0.7885541666666667,0.6442166666666667,,-0.04743,8.875588235294117,34.11352941176471,965.6023529411766,5.723294117647059,6393.2300000000005,0.0,0.9510277767679876,0.5080827019044998,0.5185166538933306,0.5174904011749248,0.5537587195520333,0.25,50.93271152564958,46.0,-0.49274999999999997,0.48229769627620384,-0.9509,0.8858,-0.6651,0.42245,0.5267,-0.588375,-0.4476875,-5.910006715916727,14786.43,102.62,81.29,88.46,97.22,103.08,2025-04-07 00:00:00+02:00
10.0,0.5938,0.4361072518442122,0.0,0.9937,,0.8279,0.8850200000000001,0.63225,0.7055750000000001,10.566911764705882,39.461029411764706,967.5332352941176,4.851529411764706,6306.16,0.0,-0.6299083224018509,-0.4163649848088147,-0.405030610565249,-0.39104551173717583,-0.98765026326606,0.25,3.68572059148089,9.0,-0.8074,0.46895407054185784,-0.9287,0.4215,-0.8519,0.4215,,,,-4.211277658815127,15203.01,104.76,83.43,90.69,99.27,107.87,2025-04-08 00:00:00+02:00
15.0,0.7163,0.5169953359833834,-0.5053,0.99,-0.4455,0.74465,0.4401,0.43666,0.312575,12.338970588235295,41.573382352941174,965.3108823529411,4.596,6156.349999999999,0.0,2.10933622753684,1.0837915019079825,1.096048528624216,1.1042952170997378,1.9292864243239283,0.25,11.387824606215414,15.0,-0.6597,0.5511578030015758,-0.872,0.7096,-0.802,0.36985,,-0.6705,-0.7362500000000001,-6.184798807749625,14604.46,104.33,79.82,85.67,97.01,103.79,2025-04-09 00:00:00+02:00
12.0,0.86225,0.6845683654462109,-0.866,0.9845,-0.7659,0.9242285714285714,0.94995,,,13.503676470588236,38.858676470588236,968.3979411764706,3.3338823529411767,6260.71,0.0,-0.5343348557577454,-0.5128974228259864,-0.5001923371969919,-0.5176973224677139,-0.4235127270257655,0.25,-35.7538696732276,17.0,-0.5574,0.5097140191553784,-0.9153,0.7579,-0.6705,0.68515,-0.8082,-0.128,-0.029049999999999965,0.794281175536149,15062.45,105.95,83.53,88.08,97.68,108.59,2025-04-10 00:00:00+02:00
16.0,0.6173,0.7787311662516575,-0.9915,0.9973,-0.6304666666666666,0.8961222222222222,0.49295,-0.16226666666666667,0.5781799999999999,15.661372549019609,39.34441176470588,964.3564705882354,2.7381176470588238,6429.78,0.0,3.7463333878923644,0.5422424263294756,0.5554686962695898,0.5629361192867499,4.180869309405133,0.25,21.118381915526484,14.0,-0.4847,0.564371702392615,-0.9042,0.802,-0.5574,0.7906,,-0.6731,-0.18139999999999998,0.3940110323088941,15112.54,106.35,83.34,88.71,98.43,108.22,2025-04-11 00:00:00+02:00
25.0,0.2294,0.5284586297273736,-0.9959,0.996,-0.5576833333333333,0.70625,-0.2962,0.9301,0.9301,16.325294117647058,65.86941176470589,953.0749999999999,4.53529411764706,5146.58,98.97666666666667,-0.6398748102329876,-0.11066669651875749,-0.09716824307393068,-0.08297079324052214,-0.5303031703626893,0.25,-7.760314341846753,34.0,-0.4404,0.5638554005171075,-0.9842,0.7906,-0.6705,0.6249,,-0.08555000000000001,-0.08555000000000001,0.6279434850863463,15452.75,106.97,85.74,91.3,99.7,110.6,2025-04-14 00:00:00+02:00
7.0,0.0,0.7722723643649984,-0.9792,0.993,-0.6402,0.856,-0.2319,0.993,0.993,16.101911764705882,67.19044117647059,947.3858823529412,3.547058823529412,4563.13,24.53333333333333,0.44443628217483155,0.610509837202855,0.6242068509857424,0.6077715806566353,0.2479049400724298,0.25,-17.75825346112886,16.0,-0.40080000000000005,0.48824798442150963,-0.886,0.9382,-0.6064,0.67005,0.4019,,,-1.4820592823712953,15661.67,107.91,87.78,92.72,100.03,113.39,2025-04-15 00:00:00+02:00
16.0,0.0,0.63073272149012,-0.9457,0.8858,-0.70246,0.7061999999999999,-0.18636000000000003,0.7270666666666666,0.11656666666666665,11.930735294117646,76.56338235294118,952.9770588235294,4.838823529411765,2644.17,164.04666666666668,-0.3728355134987704,-0.526711210545272,-0.5130864077084074,-0.4998872881468608,-0.35236726328874424,0.25,-2.4927160893493006,17.0,-0.6369,0.6407677788380584,-0.9648,0.8934,-0.7384999999999999,0.7598,,-0.8122499999999999,-0.9648,-1.7418844022169422,15632.36,108.25,86.61,92.6,100.53,114.1,2025-04-16 00:00:00+02:00
10.0,0.4454,0.6755545795040463,-0.8442,0.9971,-0.6019,0.9505800000000001,,0.20156666666666667,0.31875,8.655588235294118,89.20867647058823,953.5757352941176,3.969176470588235,1311.17,153.02333333333334,-0.14467873575936263,-0.029138388955785022,-0.01570476907500895,-0.02049662593441859,0.08817812678176828,0.25,8.366533864541825,14.0,-0.7778,0.29906373801516695,-0.936,0.128,-0.7906,,,-0.8316,-0.5719,1.6116035455278066,15705.01,108.5,86.75,92.82,101.82,114.77,2025-04-17 00:00:00+02:00
55.0,0.0772,0.6512488957240682,-0.9728,0.9927,-0.86615,0.7967666666666666,-0.43183333333333335,,-0.6947,15.08485294117647,53.89705882352941,962.4911764705882,3.1898823529411766,5561.57,0.0,0.30550305638110675,-0.11593370993233654,-0.10397137728143102,-0.10341845962615892,0.23455784989170336,0.25,14.064080944350765,45.0,-0.6998,0.41560295497243305,-0.9788,0.9062,-0.7644500000000001,0.7096,,0.007550000000000001,,0.0,15786.45,108.77,87.15,92.88,103.65,116.13,2025-04-22 00:00:00+02:00
4.0,-0.47875,0.5593244340273362,-0.9798,0.0,-0.96865,,,,-0.96865,13.473823529411765,69.13338235294117,959.3736764705883,4.351764705882353,5277.16,299.99,-1.5835852680801232,-0.5688183786182521,-0.5576686340416304,-0.5572416741533415,-1.324359371504391,0.25,-9.60969840331165,6.0,-0.5232,0.2696436166498291,-0.7096,-0.0018,-0.6249,,-0.6908,,,3.092783505154628,16000.22,108.48,90.1,94.1,104.44,116.55,2025-04-23 00:00:00+02:00
12.0,0.0,0.7100107807546859,-0.9698,0.8087,-0.8063800000000001,0.756925,0.7562,,-0.6713,11.005441176470589,74.16941176470588,962.3564705882353,4.1160000000000005,2748.99,83.91,-0.6727438159032983,-0.38538157716558885,-0.37516253629050755,-0.3698919352384644,-0.6687037535144214,0.25,-6.934903500163559,17.0,-0.5859,0.46417913021426394,-0.9744,0.4939,-0.7935,0.41695000000000004,0.08105000000000001,,-0.8225,4.076923076923067,16157.82,108.42,90.99,95.42,104.51,116.97,2025-04-24 00:00:00+02:00
11.0,0.0,0.4886776836990355,-0.4648,0.9733,-0.4648,0.81115,,0.4811,0.6841333333333334,10.42220588235294,87.03838235294117,962.3798529411765,3.0134117647058822,3246.0499999999997,343.85,-0.582391631625967,-0.21210574320205122,-0.20301045318135147,-0.2047576774457105,-0.47903590392149864,0.25,-6.959578207381368,11.0,-0.5267,0.47619166404830204,-0.9246,0.5994,-0.6799999999999999,0.5994,,-0.9246,-0.9246,1.4781966001478297,16210.86,108.16,92.15,95.99,102.69,116.7,2025-04-25 00:00:00+02:00
30.0,0.4461,0.7054084150334471,-0.9924,0.9907,-0.8455333333333334,0.7674333333333333,0.381525,0.10221666666666668,0.10725000000000001,17.42607843137255,60.27176470588235,967.9241176470588,4.509176470588236,6926.13,0.0,0.172897935170635,0.03263363247971718,0.04051803527158615,0.04179406474786873,-0.003599102291351741,0.25,-6.157914620324889,47.0,-0.4203,0.458146794646044,-0.9842,0.7579,-0.7088,0.38835,0.7579,,-0.50195,2.184996358339397,16330.44,109.11,92.61,97.04,103.73,116.99,2025-04-28 00:00:00+02:00
39.0,0.2577,0.4199637082032532,-0.8957,0.9716,-0.5698000000000001,0.6561238095238096,0.30605,0.22175,,19.259901960784315,52.75401960784314,967.461911764706,4.496470588235294,7276.09,0.0,0.27583655045386735,0.3167550492417792,0.3231538607857187,0.33061655311057425,0.6690257952000733,0.25,1.2479871175523405,14.0,-0.7406999999999999,0.3353748682485723,-0.8625,0.296,-0.80885,0.296,,,,-0.3563791874554578,16387.77,109.41,92.85,98.01,103.77,118.12,2025-04-29 00:00:00+02:00
5.0,-0.9537,0.7558098491022726,-0.9929,0.6633,-0.9798333333333332,0.6633,-0.9537,-0.9537,-0.9537,19.909901960784314,45.85774509803922,966.0701470588236,3.6564705882352944,7122.21,0.0,-0.15913157293739877,0.05586929873915292,0.060732773204486,0.06275940234787836,-0.07017302904870348,0.25,-3.8966202783300097,13.0,-0.5994,0.6175183139607465,-0.9559,0.9186,-0.8073,0.8141,,,0.8141,-0.8583690987124415,16479.15,109.69,92.54,97.98,104.91,119.56,2025-04-30 00:00:00+02:00
29.0,0.46155,0.48370832594666235,-0.932,0.9901,-0.85645,0.8647528571428572,0.46285,-0.3586666666666667,0.02889999999999998,22.61264705882353,42.11411764705882,962.3760294117646,3.0487058823529414,6949.98,0.0,0.015102867964467137,0.12636427321606192,0.12758578589400216,0.12515068262026752,-0.08224590096831408,0.25,-0.4048582995951344,32.0,-0.35695,0.5497607568631121,-0.8779,0.7906,-0.688625,0.5608500000000001,0.3953,-0.17175,,0.708717221828481,16685.46,110.17,94.29,99.17,104.97,120.59,2025-05-02 00:00:00+02:00
35.0,0.0,0.45491295144967603,-0.9868,0.9736,-0.7629571428571429,0.6250821428571428,0.01031666666666664,-0.4633,0.4868,7.577058823529412,92.16661764705883,954.8622058823529,5.9061176470588235,1416.27,676.0533333333333,0.11681008539639048,0.1960752767457219,0.19556309208141887,0.2083639539939286,0.11155728604321791,0.25,-7.804878048780495,43.0,-0.4767,0.6218459945482262,-0.9371,0.9042,-0.765,0.4019,-0.6705,-0.4019,-0.4019,-0.5277973258268842,16660.38,110.43,94.77,98.57,104.67,121.83,2025-05-05 00:00:00+02:00
29.0,0.0,0.6530330373397221,-0.9793,0.9973,-0.7778714285714285,0.789675,0.02749999999999997,0.07579999999999998,-0.06625000000000003,8.850294117647058,78.36470588235295,958.5311764705883,5.278588235294118,1612.07,163.22666666666666,-0.5910213812559406,0.12008652967872013,0.11792495562255034,0.1256658597473148,0.1482049398462193,0.25,4.232804232804233,10.0,-0.6414500000000001,0.34846372615301646,-0.802,0.2263,-0.6854,0.2263,,-0.5994,-0.5994,-0.5305978068623984,16667.43,110.61,94.64,98.23,105.65,122.61,2025-05-06 00:00:00+02:00
16.0,0.7126,0.6561473040598429,-0.9067,0.9908,-0.7087333333333333,0.8632777777777778,0.673125,0.9908,,10.74485294117647,68.73441176470588,958.2829411764706,4.965882352941176,2399.05,5.7700000000000005,-0.056696274811596226,-0.4895558047368076,-0.4931607170427288,-0.49428697491458173,-0.1972466844561982,0.25,4.737732656514382,13.0,-0.6597,0.34828687078179443,-0.8625,0.4215,-0.719,0.4215,,,,-2.275960170697011,16522.9,111.19,94.18,96.68,105.56,122.36,2025-05-07 00:00:00+02:00
16.0,0.28595,0.6537034423192216,-0.7863,0.9872,-0.6661666666666667,0.9084375,-0.7782,0.48913333333333336,0.73175,12.491176470588234,62.05632352941176,957.5379411764707,5.184,4997.87,0.006666666666666667,-0.016764214203857097,0.4977995978195926,0.49282619403996364,0.4990638743526121,-0.16056928741811083,0.25,-4.886914378029084,8.0,-0.7992,0.5425148549644911,-0.9382,0.6808,-0.802,0.6808,,,,-4.22125181950509,16494.66,110.37,95.65,95.79,104.38,120.61,2025-05-08 00:00:00+02:00
32.0,0.93475,0.5104631944549433,-0.9514,0.9849,-0.74875,0.912184,0.9221588235294118,0.40619999999999995,0.454675,11.863823529411764,63.251029411764705,961.0932352941176,4.998352941176471,4911.62,0.87,-0.3231045822053247,-0.1442140224839572,-0.15035258861101353,-0.1439687743391871,-0.4487744046538511,0.25,-4.54352441613588,8.0,-0.20095,0.42312038476064945,-0.802,0.2023,-0.7046,0.2023,,,,-1.291793313069911,16546.82,110.51,96.37,95.84,105.13,120.58,2025-05-09 00:00:00+02:00
47.0,0.0,0.595361546817202,-0.8731,0.9931,-0.6254000000000001,0.8212875,0.9931,0.5236375,0.3426,16.2225,64.00161764705882,957.4664705882353,4.498588235294117,5888.79,159.53,-1.7882757705228514,-0.3212546915460357,-0.32834728264373725,-0.3088627564461266,-1.3398293204365364,0.25,-2.5800711743772298,38.0,-0.6597,0.4064149133309182,-0.9022,0.5994,-0.7142,0.40085000000000004,0.4019,-0.8267,-0.3157,0.38491147036181506,16721.01,109.97,100.54,96.73,103.56,119.51,2025-05-12 00:00:00+02:00
13.0,0.0,0.5001423672956558,-0.457,0.9908,-0.457,0.8352,0.9908,-0.457,0.13803333333333334,16.054264705882353,63.124264705882354,960.7560294117646,3.391764705882353,5224.83,0.0,0.008797214316969004,0.43740668416092365,0.4293281068505017,0.43636787757164175,0.17563406571168283,0.25,-16.02739726027397,13.0,-0.6369,0.5397779105264568,-0.875,0.6249,-0.6908,0.37985,,,,-1.8404907975460127,16676.24,109.9,101.5,95.74,102.31,118.05,2025-05-13 00:00:00+02:00
22.0,0.0,0.3877215050194475,0.0,0.971,,0.71906,0.86915,,,17.911519607843136,42.04093137254902,961.3694117647059,3.18,7967.28,0.0,0.6190823667851841,-0.6208720141604118,-0.6296409164657679,-0.6178600292079173,0.48781374809898637,0.25,-0.9244154431756524,12.0,-0.61395,0.316538464798466,-0.836,0.0,-0.6705,,-0.6967,,,-1.0156249999999978,16647.86,110.34,102.02,94.28,102.47,119.2,2025-05-14 00:00:00+02:00
7.0,0.0,0.5051561884822404,-0.636,0.8125,-0.636,0.7918499999999999,0.08825,,,17.931176470588234,42.93529411764706,958.7916176470588,5.203058823529411,6994.47,0.0,-0.06574461485627792,0.1526643232599989,0.14317924245108582,0.14484598864117348,-0.11593409659480525,0.25,2.1953896816685026,14.0,-0.6705,0.5818659130025453,-0.9451,0.8074,-0.7362500000000001,0.35875,-0.8744,,0.8074,2.9992107340173657,16769.59,110.93,102.26,94.99,103.99,120.37,2025-05-15 00:00:00+02:00
10.0,0.3395,0.8082416490272091,-0.9615,0.99,-0.741,0.7333166666666666,0.12037999999999997,0.802,0.6048,14.668970588235295,35.11323529411764,961.6413235294118,4.723764705882353,7242.13,0.0,0.07947262979153269,0.2496033999888958,0.23970363747645163,0.24840715994902673,0.15948688494638041,0.25,-4.242749731471552,12.0,-0.59055,0.5487441946265706,-0.9062,0.7579,-0.7717,0.6501,,,,6.360153256704981,16904.74,111.05,102.04,96.25,103.81,120.64,2025-05-16 00:00:00+02:00
42.0,0.0,0.5478360326092105,-0.9934,0.9834,-0.8609333333333332,0.8178333333333333,-0.08778333333333332,0.020699999999999996,-0.61235,19.049705882352942,44.77985294117647,961.0339705882352,4.152705882352941,7401.2,0.0,0.34874255549617317,-0.2603179255707855,-0.27049727690776626,-0.2685670756778613,0.23821722604411288,0.25,-3.3090297251822776,58.0,-0.4577,0.6080589279691903,-0.9423,0.9201,-0.8016,0.5719,0.10164999999999996,-0.9042,0.8402,-2.9538904899135465,16966.72,111.77,102.64,96.24,104.93,121.04,2025-05-19 00:00:00+02:00
